# targets_1000_prioritized.txt
# Format: UniProt_ID | gene_name | disease | priority_score | r_pocket | source
# Total: 1000 targets with real pocket radii from targets_20k.json
#
Q16649 | NFIL3 | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
Q8WXG1 | RSAD2 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
Q00613 | HSF1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
Q01650 | SLC7A5 | Chemical and Drug Induced Liver Injury | 1200.0 | 7.50 | 20k_uniprot
Q92985 | IRF7 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P09914 | IFIT1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P05556 | ITGB1 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.50 | 20k_uniprot
P13164 | IFITM1 | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
Q9Y572 | RIPK3 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.80 | 20k_uniprot
Q96AZ6 | ISG20 | Chemical and Drug Induced Liver Injury | 1200.0 | 6.00 | 20k_uniprot
P68104 | EEF1A1 | Weight Loss | 1200.0 | 6.50 | 20k_uniprot
P05026 | ATP1B1 | Weight Loss | 1200.0 | 6.00 | 20k_uniprot
P15559 | NQO1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.40 | 20k_uniprot
P62736 | ACTA2 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P08670 | VIM | Weight Loss | 300.0 | 6.00 | 20k_uniprot
P12830 | CDH1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P22303 | ACHE | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P00352 | ALDH1A1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P47989 | XDH | Chemical and Drug Induced Liver Injury | 300.0 | 6.40 | 20k_uniprot
O75460 | ERN1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.80 | 20k_uniprot
P48163 | ME1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
Q08426 | EHHADH | Chemical and Drug Induced Liver Injury | 300.0 | 5.90 | 20k_uniprot
Q9NP59 | SLC40A1 | Weight Loss | 300.0 | 7.50 | 20k_uniprot
P12821 | ACE | Weight Loss | 300.0 | 5.50 | 20k_uniprot
Q12834 | CDC20 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
O14682 | ENC1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P00750 | PLAT | Weight Loss | 300.0 | 6.00 | 20k_uniprot
Q969P5 | FBXO32 | Weight Loss | 300.0 | 6.00 | 20k_uniprot
O14543 | SOCS3 | Necrosis | 300.0 | 6.00 | 20k_uniprot
Q13794 | PMAIP1 | Weight Loss | 300.0 | 6.00 | 20k_uniprot
O00762 | UBE2C | Chemical and Drug Induced Liver Injury | 300.0 | 6.10 | 20k_uniprot
P07451 | CA3 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P06276 | BCHE | Weight Loss | 300.0 | 6.00 | 20k_uniprot
Q15714 | TSC22D1 | Weight Loss | 300.0 | 6.00 | 20k_uniprot
Q86TX2 | ACOT1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
Q9NYY3 | PLK2 | Weight Loss | 300.0 | 6.80 | 20k_uniprot
Q71U36 | TUBA1A | Weight Loss | 300.0 | 6.00 | 20k_uniprot
P05091 | ALDH2 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P49753 | ACOT2 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P51648 | ALDH3A2 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P00558 | PGK1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.80 | 20k_uniprot
P52209 | PGD | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P62753 | RPS6 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
Q15653 | NFKBIB | Chemical and Drug Induced Liver Injury | 300.0 | 6.50 | 20k_uniprot
P48735 | IDH2 | Weight Loss | 300.0 | 6.00 | 20k_uniprot
P40925 | MDH1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
O75874 | IDH1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P09936 | UCHL1 | Weight Loss | 300.0 | 6.00 | 20k_uniprot
P63000 | RAC1 | Weight Loss | 300.0 | 6.00 | 20k_uniprot
P43686 | PSMC4 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
Q12882 | DPYD | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P22413 | ENPP1 | Chemical and Drug Induced Liver Injury | 300.0 | 6.20 | 20k_uniprot
P43235 | CTSK | Weight Loss | 300.0 | 6.00 | 20k_uniprot
Q99618 | CDCA3 | Weight Loss | 300.0 | 6.00 | 20k_uniprot
P13995 | MTHFD2 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P68133 | ACTA1 | Weight Loss | 300.0 | 6.00 | 20k_uniprot
Q9BQE3 | TUBA1C | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
O95154 | AKR7A3 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P68366 | TUBA4A | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P51659 | HSD17B4 | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
P06576 | ATP5F1B | Chemical and Drug Induced Liver Injury | 300.0 | 6.00 | 20k_uniprot
Q96RU8 | TRIB1 | Weight Loss | 300.0 | 6.50 | 20k_uniprot
P01579 | IFNG | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P35222 | CTNNB1 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P40763 | STAT3 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P05121 | SERPINE1 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
Q16539 | MAPK14 | Chemical and Drug Induced Liver Injury | 450.0 | 6.80 | 20k_uniprot
P45984 | MAPK9 | Necrosis | 450.0 | 6.80 | 20k_uniprot
P17676 | CEBPB | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P78543 | BTG2 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P19022 | CDH2 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
O75293 | GADD45B | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
O43474 | KLF4 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P09038 | FGF2 | Necrosis | 450.0 | 6.00 | 20k_uniprot
P06401 | PGR | Prenatal Exposure Delayed Effects | 450.0 | 6.50 | 20k_uniprot
Q13950 | RUNX2 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P48436 | SOX9 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P07711 | CTSL | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P31350 | RRM2 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P98170 | XIAP | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P46531 | NOTCH1 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P08476 | INHBA | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P12931 | SRC | Chemical and Drug Induced Liver Injury | 450.0 | 6.80 | 20k_uniprot
Q9BUX1 | CHAC1 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P05230 | FGF1 | Necrosis | 450.0 | 6.00 | 20k_uniprot
Q16612 | NREP | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P12644 | BMP4 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
O00458 | IFRD1 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P31949 | S100A11 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P10600 | TGFB3 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P12643 | BMP2 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
Q9H4B4 | PLK3 | Chemical and Drug Induced Liver Injury | 450.0 | 6.80 | 20k_uniprot
Q9UJX0 | OSGIN1 | Necrosis | 450.0 | 6.00 | 20k_uniprot
P49454 | CENPF | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
Q6NUM9 | RETSAT | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P19883 | FST | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P00751 | CFB | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P41182 | BCL6 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P17612 | PRKACA | Weight Loss | 450.0 | 6.80 | 20k_uniprot
O43490 | PROM1 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
Q06945 | SOX4 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P09529 | INHBB | Weight Loss | 450.0 | 6.00 | 20k_uniprot
O43623 | SNAI2 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P78504 | JAG1 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P98066 | TNFAIP6 | Necrosis | 450.0 | 6.00 | 20k_uniprot
P34741 | SDC2 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
P13929 | ENO3 | Weight Loss | 450.0 | 5.80 | 20k_uniprot
Q9UJU2 | LEF1 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
Q9Y2D1 | ATF5 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
Q01860 | POU5F1 | Chemical and Drug Induced Liver Injury | 450.0 | 6.00 | 20k_uniprot
Q9NR12 | PDLIM7 | Weight Loss | 450.0 | 6.00 | 20k_uniprot
P42575 | CASP2 | Necrosis | 450.0 | 5.50 | 20k_uniprot
